"Tag","Name","# lines","Ver.","Catalog","Documentation","Date of entry","Entry in cm-1"
"071503","CC13C34S","137","1*","HTML | ASCII","e071503.cat","June 2013",""
"071504","C13CC34S","138","1*","HTML | ASCII","e071504.cat","June 2013",""
"071505","13CCC34S","140","1*","HTML | ASCII","e071505.cat","June 2013",""
"071506","KS","320","1*","HTML | ASCII","e071506.cat","Aug. 2018",""
"071507","52CrF","291","1*","HTML | ASCII","e071507.cat","Mar. 2019",""
"071508","C2H5NCO","3539","1*","HTML | ASCII","e071508.cat","Aug. 2020",""
"071509","HC(S)CN","754","1*","HTML | ASCII","e071509.cat","Jul. 2021",""
"071510","syn-C2H3C(O)NH2, v = 0","35388","1*","HTML | ASCII","e071510.cat","Apr. 2022",""
"071511","syn-C2H3C(O)NH2, v24 = 1","29414","1*","HTML | ASCII","e071511.cat","Apr. 2022",""
"071512","H2C213CS","303","1*","HTML | ASCII","e071512.cat","May 2022",""
"071513","H2C13CCS","303","1*","HTML | ASCII","e071513.cat","May 2022",""
"071514","H213CC2S","322","1*","HTML | ASCII","e071514.cat","June 2022",""
"071515","HDC3S","372","1*","HTML | ASCII","e071515.cat","June 2022",""
"072501","CaS, v = 0, 1","222","1*","HTML | ASCII","e072501.cat","Feb. 2010",""
"072502","s-cis-H2C=CHCOOH","23836","2*","HTML | ASCII","e072502.cat","Dec. 2021",""
"072503","s-trans-H2C=CHCOOH","23452","2*","HTML | ASCII","e072503.cat","Dec. 2021",""
"072504","HOCHCHCHO","36726","1*","HTML | ASCII","e072504.cat","Feb. 2016",""
"072505","C2H3OCHO","18997","1*","HTML | ASCII","e072505.cat","Jan. 2017",""
"072506","KSH","1936","1*","HTML | ASCII","e072506.cat","July 2018",""
"072507","H2C334S","321","1*","HTML | ASCII","e072507.cat","June 2022",""
"072508","H2C=C(OH)CHO","25075","1*","HTML | ASCII","e072508.cat","Oct. 2022",""
"072601","FeO Ω = 4","56","1*","HTML | ASCII","e072601.cat","Feb. 2019",""
"072602","FeO Ω = 3","58","1*","HTML | ASCII","e072602.cat","Feb. 2019",""
"072603","FeO Ω = 2","60","1*","HTML | ASCII","e072603.cat","Feb. 2019",""
"073501","C6H, v = 0","426","2*","HTML | ASCII","e073501.cat","Dec. 2023",""
"073502","C6H-","160","1*","HTML | ASCII","e073502.cat","Nov. 2006",""
"073503","HSCH2CN","7762","1*","HTML | ASCII","e073503.cat","May 2016",""
"073504","CaSH","3082","1*","HTML | ASCII","e073504.cat","July 2018",""
"073505","MgC4H","216","1*","HTML | ASCII","e073505.cat","Oct. 2019",""
"073506","HC(34S)CN","91","1*","HTML | ASCII","e073506.cat","Jul. 2021",""
"073507","MgC4H+","69","1*","HTML | ASCII","e073507.cat","Apr. 2023",""
"073508","NaC3N","75","1*","HTML | ASCII","e073508.cat","Jun. 2023",""
"073509","C6H, v11 = 1 μ2Σ","215","1*","HTML | ASCII","e073509.cat","Dec. 2023",""
"073510","C6H, v11 = 1 2Δ","420","1*","HTML | ASCII","e073510.cat","Dec. 2023",""
"074501","C5N","1054","1","HTML | ASCII","e074501.cat","Jan. 2000",""
"074502","l-C6H2","88","2","HTML | ASCII","e074502.cat","May  2002",""
"074503","aa-(C2H5)2O","21876","2*","HTML | ASCII","e074503.cat","Aug. 2009",""
"074504","NiO","341","1","HTML | ASCII","e074504.cat","Mar. 2004",""
"074505","39K35Cl, v = 0 - 15","4850","2*","HTML | ASCII","e074505.cat","Apr. 2019",""
"074506","13CC5H","1566","1*","HTML | ASCII","e074506.cat","Dec. 2005",""
"074507","C13CC4H","1565","1*","HTML | ASCII","e074507.cat","Dec. 2005",""
"074508","C213CC3H","1575","1*","HTML | ASCII","e074508.cat","Dec. 2005",""
"074509","C313CC2H","1575","1*","HTML | ASCII","e074509.cat","Dec. 2005",""
"074510","C413CCH","1571","1*","HTML | ASCII","e074510.cat","Dec. 2005",""
"074511","C513CH","1577","1*","HTML | ASCII","e074511.cat","Dec. 2005",""
"074512","C6D","746","1*","HTML | ASCII","e074512.cat","Dec. 2005",""
"074513","C5N-","191","1*","HTML | ASCII","e074513.cat","Oct. 2008",""
"074514","C2H5OCHO","52546","1*","HTML | ASCII","e074514.cat","Apr. 2009",""
"074515","ag-(C2H5)2O","37450","1*","HTML | ASCII","e074515.cat","Aug. 2009",""
"074516","CHOCOOH","24075","1*","HTML | ASCII","e074516.cat","Feb. 2011",""
"074517","CH3OCH2CHO","21882","1*","HTML | ASCII","e074517.cat","Nov. 2018",""
"074518","MgC3N","216","1*","HTML | ASCII","e074518.cat","Oct. 2019",""
"074519","CH3CHOHCHO","46745","1*","HTML | ASCII","e074519.cat","Oct. 2019",""
"074520","H2NCH2C(O)NH2","60120","1*","HTML | ASCII","e074520.cat","Jan. 2022",""
"074521","HC2HC4","801","1*","HTML | ASCII","e074521.cat","Dec. 2022",""
"074522","MgC3N+","41","1*","HTML | ASCII","e074522.cat","Apr. 2023",""
"075501","HC4NC","71","2*","HTML | ASCII","e075501.cat","Oct. 2020",""
"075502","CaCl","1131","1","HTML | ASCII","e075502.cat","Sep. 2001",""
"075503","HC5N, v = 0","199","2*","HTML | ASCII","e075503.cat","Aug. 2020",""
"075504","HC5N, v11 = 1","222","1*","HTML | ASCII","e075504.cat","Feb. 2023",""
"075505","HC5N, v11 = 2","293","1*","HTML | ASCII","e075505.cat","Feb. 2023",""
"075506","HC5N, v10 = 1","222","1*","HTML | ASCII","e075506.cat","Feb. 2023",""
"075507","HC5N, v11 = 3","388","1*","HTML | ASCII","e075507.cat","Feb. 2023",""
"075508","HC5N, v11 = 4","483","1*","HTML | ASCII","e075508.cat","Feb. 2023",""
"075509","HC5N, v9 = 1","222","1*","HTML | ASCII","e075509.cat","Feb. 2023",""
"075510","HC5N, ν7","595","1*","HTML | ASCII","e075510.cat","Feb. 2023","w075510.cat"
"075511","H2NCH2COOH, I","15303","1*","HTML | ASCII","e075511.cat","Apr. 2006",""
"075512","H2NCH2COOH, II","16850","1*","HTML | ASCII","e075512.cat","Apr. 2006",""
"075513","HC5N, v10 = v11 = 1","444","1*","HTML | ASCII","e075513.cat","Feb. 2023",""
"075514","HC5N, v11 = 5","571","1*","HTML | ASCII","e075514.cat","Feb. 2023",""
"075515","40K35Cl, v = 0 - 5","1700","1*","HTML | ASCII","e075515.cat","May 2019",""
"075516","39K36Cl, v = 0 - 5","1701","1*","HTML | ASCII","e075516.cat","May 2019",""
"075517","HOCH2C(O)NH2","33692","1*","HTML | ASCII","e075517.cat","Dec. 2020",""
"075518","g'Gg'-CH3CH(NH2)CH2OH","28459","1*","HTML | ASCII","e075518.cat","Oct. 2022",""
"075519","gG'g-CH3CH(NH2)CH2OH","26221","1*","HTML | ASCII","e075519.cat","Oct. 2022",""
"075520","HMgC3N","45","1*","HTML | ASCII","e075520.cat","Jun. 2023",""
"076501","NC3NC","279","1","HTML | ASCII","e076501.cat","Oct. 1999",""
"076502","SiC4","99","1","HTML | ASCII","e076502.cat","Nov. 2000",""
"076503","c-C6H4","11750","1","HTML | ASCII","e076503.cat","Feb. 2004",""
"076504","39K37Cl, v = 0 - 15","4942","2*","HTML | ASCII","e076504.cat","May 2019",""
"076505","41K35Cl, v = 0 - 15","4924","2*","HTML | ASCII","e076505.cat","May 2019",""
"076506","DC5N","199","1","HTML | ASCII","e076506.cat","Aug. 2004",""
"076507","H13CC4N","99","1","HTML | ASCII","e076507.cat","Oct. 2004",""
"076508","HC13CC3N","99","1","HTML | ASCII","e076508.cat","Oct. 2004",""
"076509","HC213CC2N","99","1","HTML | ASCII","e076509.cat","Oct. 2004",""
"076510","HC313CCN","99","1","HTML | ASCII","e076510.cat","Oct. 2004",""
"076511","HC413CN","99","1","HTML | ASCII","e076511.cat","Oct. 2004",""
"076512","HC515N","99","1","HTML | ASCII","e076512.cat","Oct. 2004",""
"076513","aG'g-CH3CHOHCH2OH","72846","2*","HTML | ASCII","e076513.cat","Aug. 2014",""
"076514","CH2OHCOOH","20745","1*","HTML | ASCII","e076514.cat","Feb. 2011",""
"076515","gG'a-CH3CHOHCH2OH","64243","2*","HTML | ASCII","e076515.cat","Aug. 2014",""
"076516","g'G'g-CH3CHOHCH2OH","76050","2*","HTML | ASCII","e076516.cat","Aug. 2014",""
"076517","OSiS","99","1*","HTML | ASCII","e076517.cat","July 2011",""
"076518","a'GG'g-CH2OHCH2CH2OH","83046","1*","HTML | ASCII","e076518.cat","Mar. 2014",""
"076519","gGG'g-CH2OHCH2CH2OH","80684","1*","HTML | ASCII","e076519.cat","Mar. 2014",""
"076520","g'Ga-CH3CHOHCH2OH","68580","1*","HTML | ASCII","e076520.cat","May 2017",""
"076521","gG'g'-CH3CHOHCH2OH","80005","1*","HTML | ASCII","e076521.cat","May 2017",""
"076522","aGg'-CH3CHOHCH2OH","85574","1*","HTML | ASCII","e076522.cat","May 2017",""
"076523","g'Gg-CH3CHOHCH2OH","80906","1*","HTML | ASCII","e076523.cat","May 2017",""
"076524","HC5NH+","45","1*","HTML | ASCII","e076524.cat","Oct. 2020",""
"077501","29SiC4","99","1*","HTML | ASCII","e077501.cat","Aug. 2005",""
"077502","Si13CC3","99","1*","HTML | ASCII","e077502.cat","Aug. 2005",""
"077503","SiC13CC2","99","1*","HTML | ASCII","e077503.cat","Aug. 2005",""
"077504","SiC213CC","99","1*","HTML | ASCII","e077504.cat","Aug. 2005",""
"077505","SiC313C","99","1*","HTML | ASCII","e077505.cat","Aug. 2005",""
"077506","C2H3C3N","4547","1*","HTML | ASCII","e077506.cat","Sep. 2011",""
"077507","(E)-HC2CHCHCN","3839","1*","HTML | ASCII","e077507.cat","Sep. 2011",""
"077508","(Z)-HC2CHCHCN","12544","1*","HTML | ASCII","e077508.cat","Sep. 2011",""
"077509","ScS","1735","1*","HTML | ASCII","e077509.cat","Sep. 2012",""
"077510","AlC3N","196","1*","HTML | ASCII","e077510.cat","Oct. 2014",""
"077511","SiC4H","1140","1*","HTML | ASCII","e077511.cat","Dec. 2014",""
"077512","HC5O","886","1*","HTML | ASCII","e077512.cat","Aug. 2017",""
"077513","40K37Cl, v = 0 - 5","1725","1*","HTML | ASCII","e077513.cat","May 2019",""
"077514","41K36Cl, v = 0 - 5","1722","1*","HTML | ASCII","e077514.cat","May 2019",""
"077515","NC4NH+","46","1*","HTML | ASCII","e077515.cat","Dec. 2022",""
"078501","30SiC4","99","1*","HTML | ASCII","e078501.cat","Aug. 2005",""
"078502","46TiO2","3007","2*","HTML | ASCII","e078502.cat","June 2011",""
"078503","46TiS","246","1*","HTML | ASCII","e078503.cat","Nov. 2010",""
"078504","SiC3N","1772","1*","HTML | ASCII","e078504.cat","Dec. 2014",""
"078505","HC4CHO","316","1*","HTML | ASCII","e078505.cat","Feb. 2018",""
"078506","trans-HC(S)SH","3373","1*","HTML | ASCII","e078506.cat","Apr. 2018",""
"078507","cis-HC(S)SH","6929","1*","HTML | ASCII","e078507.cat","Apr. 2018",""
"078508","41K37Cl, v = 0 - 15","5010","1*","HTML | ASCII","e078508.cat","May 2019",""
"078509","c-C5H4CH2","946","1*","HTML | ASCII","e078509.cat","Nov. 2021",""
"078510","c-C5H5CH","235","1*","HTML | ASCII","e078510.cat","Nov. 2021",""
"078511","bc-C4H4C2H2","1102","1*","HTML | ASCII","e078511.cat","Nov. 2021",""
"078512","c-C4H2(CH2)2","3906","1*","HTML | ASCII","e078512.cat","Nov. 2021",""
"078513","H2C4Si","669","1*","HTML | ASCII","e078513.cat","Feb. 2024",""
"079501","c-C5H5N","21737","1*","HTML | ASCII","e079501.cat","Jun. 2014",""
"079502","Z-CH2(CH)3CN","56409","1*","HTML | ASCII","e079502.cat","Aug. 2021",""
"079503","E-CH2(CH)3CN","25554","1*","HTML | ASCII","e079503.cat","Aug. 2021",""
"079504","anti-CH2CCHCH2CN","42031","1*","HTML | ASCII","e079504.cat","Sep. 2021",""
"079505","syn-CH2CCHCH2CN","53396","1*","HTML | ASCII","e079505.cat","Sep. 2021",""
"080501","C4S","366","1","HTML | ASCII","e080501.cat","Nov. 2001",""
"080502","ScCl","85","1","HTML | ASCII","e080502.cat","Apr. 2003",""
"080503","S2O, v = 0","11853","1*","HTML | ASCII","e080503.cat","Aug. 2006",""
"080504","TiO2","3422","2*","HTML | ASCII","e080504.cat","June 2011",""
"080505","TiS","261","1*","HTML | ASCII","e080505.cat","Nov. 2010",""
"080506","OC(CN)2","27046","1*","HTML | ASCII","e080506.cat","Aug. 2016",""
"080507","c-C5H4O","2533","1*","HTML | ASCII","e080507.cat","Nov. 2021",""
"080508","1,3-c-C6H8","720","1*","HTML | ASCII","e080508.cat","Dec. 2021",""
"081501","HC4S","244","2*","HTML | ASCII","e081501.cat","Nov. 2022",""
"082501","Sc37Cl","76","1","HTML | ASCII","e082501.cat","Apr. 2003",""
"082502","50TiO2","3032","2*","HTML | ASCII","e082502.cat","June 2011",""
"082503","50TiS","252","1*","HTML | ASCII","e082503.cat","Nov. 2010",""
"082504","H2C4S","124","1*","HTML | ASCII","e082504.cat","Mar. 2018",""
"083501","AA-n-C4H9CN","37069","1*","HTML | ASCII","e083501.cat","Mar. 2012",""
"083502","GA-n-C4H9CN","47885","1*","HTML | ASCII","e083502.cat","Mar. 2012",""
"083503","AG-n-C4H9CN","14427","1*","HTML | ASCII","e083503.cat","Mar. 2012",""
"083504","t-C4H9CN","6086","1*","HTML | ASCII","e083504.cat","Apr. 2016",""
"083505","C2H5CHCNCH3","74064","1*","HTML | ASCII","e083505.cat","Sep. 2017",""
"083506","a-(CH3)2CHCH2CN","48126","1*","HTML | ASCII","e083506.cat","Aug. 2018",""
"083507","g-(CH3)2CHCH2CN","36915","1*","HTML | ASCII","e083507.cat","Aug. 2018",""
"084501","FeCO","313","1","HTML | ASCII","e084501.cat","Mar. 2004",""
"084502","OC3S","175","1*","HTML | ASCII","e084502.cat","Oct. 2013",""
"084503","c-C4H4O2","46011","1*","HTML | ASCII","e084503.cat","Oct. 2016",""
"085501","C7H","1246","1","HTML | ASCII","e085501.cat","July 2000",""
"086501","l-C7H2","295","2","HTML | ASCII","e086501.cat","May  2002",""
"086502","NiCO","99","1","HTML | ASCII","e086502.cat","Mar. 2004",""
"087501","l-HC6N","424","1","HTML | ASCII","e087501.cat","Dec. 2004",""
"087502","52CrCl","638","1*","HTML | ASCII","e087502.cat","Mar. 2019",""
"088501","SiC5","401","1","HTML | ASCII","e088501.cat","Nov. 2000",""
"088502","CH3C6H","1413","1","HTML | ASCII","e088502.cat","Sep. 2002",""
"088503","H2C3HC4H","1172","1*","HTML | ASCII","e088503.cat","Jul. 2022",""
"088504","H2C5HC2H","173","1*","HTML | ASCII","e088504.cat","Jul. 2022",""
"089501","CH3C5N","5599","1","HTML | ASCII","e089501.cat","Sep. 2002",""
"089502","CH3CHNH2COOH, I","42319","1*","HTML | ASCII","e089502.cat","Oct. 2008",""
"089503","CH3CHNH2COOH, II","31176","1*","HTML | ASCII","e089503.cat","Oct. 2008",""
"089504","HC6O","1162","1*","HTML | ASCII","e089504.cat","Aug. 2017",""
"089505","52Cr37Cl","525","1*","HTML | ASCII","e089505.cat","Mar. 2019",""
"089506","H2C3HC3N","845","1*","HTML | ASCII","e089506.cat","Jul. 2022",""
"090501","CHOCHOHCH2OH","21300","1*","HTML | ASCII","e090501.cat","May 2014",""
"090502","c-C5H4C2H2","3777","2*","HTML | ASCII","e090502.cat","Jul. 2022",""
"092501","C5S","231","1*","HTML | ASCII","e092501.cat","Feb. 2015",""
"092502","G'Gg'gg'-CH2(OH)CH(OH)CH2OH","9018","1*","HTML | ASCII","e092502.cat","Apr. 2017",""
"092503","GGag'g'-CH2(OH)CH(OH)CH2OH","9755","1*","HTML | ASCII","e092503.cat","Apr. 2017",""
"092504","bc-C6H6CH2","4103","1*","HTML | ASCII","e092504.cat","Nov. 2021",""
"092505","c-C6H6CH2","3368","1*","HTML | ASCII","e092505.cat","Nov. 2021",""
"092506","c-C5H4C2H4","2668","1*","HTML | ASCII","e092506.cat","Nov. 2021",""
"093501","13CC4S","234","1*","HTML | ASCII","e093501.cat","Feb. 2015",""
"093502","C13CC3S","234","1*","HTML | ASCII","e093502.cat","Feb. 2015",""
"093503","C213CC2S","231","1*","HTML | ASCII","e093503.cat","Feb. 2015",""
"093504","C313CCS","231","1*","HTML | ASCII","e093504.cat","Feb. 2015",""
"093505","C413CS","231","1*","HTML | ASCII","e093505.cat","Feb. 2015",""
"093506","HC5S","546","1*","HTML | ASCII","e093506.cat","Feb. 2018",""
"094501","c-C6H5OH","133852","1*","HTML | ASCII","e094501.cat","Sep. 2013",""
"094502","C534S","234","1*","HTML | ASCII","e094502.cat","Feb. 2015",""
"094503","HC4CHS","378","1*","HTML | ASCII","e094503.cat","Feb. 2018",""
"094504","H2C5S","205","1*","HTML | ASCII","e094504.cat","Mar. 2018",""
"096501","cis-S2O2","14394","1*","HTML | ASCII","e096501.cat","Dec. 2014",""
"097501","C8H","1264","1","HTML | ASCII","e097501.cat","July 2000",""
"097502","C8H-","247","1*","HTML | ASCII","e097502.cat","Jan. 2007",""
"097503","MgC6H","206","1*","HTML | ASCII","e097503.cat","Sep. 2021",""
"097504","MgC6H+","100","1*","HTML | ASCII","e097504.cat","May 2023",""
"098501","l-C8H2","219","1*","HTML | ASCII","e098501.cat","Jun. 2021",""
"098502","MgC5N","208","1*","HTML | ASCII","e098502.cat","Sep. 2021",""
"098503","C7N-","139","1*","HTML | ASCII","e098503.cat","Feb. 2023",""
"098504","MgC5N+","100","1*","HTML | ASCII","e098504.cat","May 2023",""
"099501","HC7N, v = 0","230","3*","HTML | ASCII","e099501.cat","Aug. 2020",""
"099502","HC7N, v15 = 1","238","1","HTML | ASCII","e099502.cat","Oct. 2004",""
"099503","HC7N, v15 = 2","356","1","HTML | ASCII","e099503.cat","Oct. 2004",""
"099504","HC6NC","99","1*","HTML | ASCII","e099504.cat","Oct. 2020",""
"100501","SiC6","99","1","HTML | ASCII","e100501.cat","Nov. 2000",""
"100502","DC7N","99","1","HTML | ASCII","e100502.cat","Sep. 2004",""
"100503","H13CC6N","99","1","HTML | ASCII","e100503.cat","Sep. 2004",""
"100504","HC13CC5N","99","1","HTML | ASCII","e100504.cat","Sep. 2004",""
"100505","HC213CC4N","99","1","HTML | ASCII","e100505.cat","Sep. 2004",""
"100506","HC313CC3N","99","1","HTML | ASCII","e100506.cat","Sep. 2004",""
"100507","HC413CC2N","99","1","HTML | ASCII","e100507.cat","Sep. 2004",""
"100508","HC513CCN","99","1","HTML | ASCII","e100508.cat","Sep. 2004",""
"100509","HC613CN","99","1","HTML | ASCII","e100509.cat","Sep. 2004",""
"100510","HC715N","99","1","HTML | ASCII","e100510.cat","Sep. 2004",""
"100511","HC7NH+","105","1*","HTML | ASCII","e100511.cat","Mar. 2022",""
"101501","HC7O","1929","1*","HTML | ASCII","e101501.cat","Aug. 2017",""
"102501","HC6CHO","148","1*","HTML | ASCII","e102501.cat","Feb. 2018",""
"102502","c-C6H5CCH","21270","1*","HTML | ASCII","e102502.cat","Oct. 2018",""
"103501","c-C6H5CN","23274","1*","HTML | ASCII","e103501.cat","Nov. 2009",""
"104501","C6S","499","1*","HTML | ASCII","e104501.cat","Jan. 2018",""
"105502","YO","236","1*","HTML | ASCII","e105502.cat","Sep. 2012",""
"106501","c-C6H5CHO","59904","1*","HTML | ASCII","e106501.cat","Apr. 2017",""
"108501","c-C6H5OCH3","43582","1*","HTML | ASCII","e108501.cat","Apr. 2017",""
"109501","C9H","820","1","HTML | ASCII","e109501.cat","July 2000",""
"112501","CH3C8H","1027","1","HTML | ASCII","e112501.cat","Apr. 2004",""
"113501","CH3C7N","1029","1","HTML | ASCII","e113501.cat","Apr. 2004",""
"116501","C7S","344","1*","HTML | ASCII","e116501.cat","Feb. 2015",""
"116502","c-C9H8","6655","1*","HTML | ASCII","e116502.cat","May 2021",""
"117501","HC7S","1196","1*","HTML | ASCII","e117501.cat","Feb. 2018",""
"121501","C10H","354","1","HTML | ASCII","e121501.cat","July 2000",""
"121502","YS","593","1*","HTML | ASCII","e121502.cat","Sep. 2012",""
"121503","C10H-","200","2*","HTML | ASCII","e121503.cat","Sep. 2023",""
"123501","HC9N, v = 0","172","2*","HTML | ASCII","e123501.cat","July 2020",""
"124501","DC9N","176","1*","HTML | ASCII","e124501.cat","July 2020",""
"124502","H13CC8N","175","1*","HTML | ASCII","e124502.cat","July 2020",""
"124503","HC13CC7N","174","1*","HTML | ASCII","e124503.cat","July 2020",""
"124504","HC213CC6N","173","1*","HTML | ASCII","e124504.cat","July 2020",""
"124505","HC313CC5N","172","1*","HTML | ASCII","e124505.cat","July 2020",""
"124506","HC413CC4N","172","1*","HTML | ASCII","e124506.cat","July 2020",""
"124507","HC513CC3N","172","1*","HTML | ASCII","e124507.cat","July 2020",""
"124508","HC613CC2N","172","1*","HTML | ASCII","e124508.cat","July 2020",""
"124509","HC713CCN","173","1*","HTML | ASCII","e124509.cat","July 2020",""
"124510","HC813CN","174","1*","HTML | ASCII","e124510.cat","July 2020",""
"124511","HC915N","176","1*","HTML | ASCII","e124511.cat","July 2020",""
"127501","C6H5C3N","42409","1*","HTML | ASCII","e127501.cat","Feb. 2023",""
"127502","1-CN-4-CCH-C6H4","28744","1*","HTML | ASCII","e127502.cat","Mar. 2023",""
"127503","1-CN-2-CCH-C6H4","104614","1*","HTML | ASCII","e127503.cat","Mar. 2023",""
"127504","1-CN-3-CCH-C6H4","85256","1*","HTML | ASCII","e127504.cat","Mar. 2023",""
"128501","c-C10H8","25249","1*","HTML | ASCII","e128501.cat","Oct. 2021",""
"137501","CH3C9N","1379","1","HTML | ASCII","e137501.cat","Apr. 2004",""
"140501","C9S","224","1*","HTML | ASCII","e140501.cat","Jan. 2018",""
"145501","C12H","568","1*","HTML | ASCII","e145501.cat","Feb. 2023",""
"147501","HC11N","150","1","HTML | ASCII","e147501.cat","Oct. 2004",""
"152501","c-C12H8","11561","1*","HTML | ASCII","e152501.cat","Oct. 2021",""
"154501","c-C12H10","63748","1*","HTML | ASCII","e154501.cat","Oct. 2021",""
"166501","c-C13H10","31361","1*","HTML | ASCII","e166501.cat","Oct. 2021",""
"171501","HC13N","199","1","HTML | ASCII","e171501.cat","Apr. 2003",""